Year,Brand,Model,kms_droved,Fuel_type,vehicle_type,No.Of_Owners,Price
2017,Hyundai,Grand,"9,847",Petrol,Automatic,1st Owner,"₹5,58,000"
2015,Hyundai,Elite,"36,528",Petrol,Manual,1st Owner,"₹5,99,000"
2020,Renault,Kwid,"11,620",Petrol,Automatic,1st Owner,"₹4,53,000"
2021,Maruti,New,"10,896",Petrol + CNG,Manual,1st Owner,"₹6,30,000"
2017,Honda,City,"42,199",Petrol,Automatic,1st Owner,
2014,Hyundai,i20,"56,050",Petrol,Manual,1st Owner,"₹4,19,400"
2021,Tata,Tiago,"15,120",Petrol,Manual,1st Owner,"₹5,62,000"
2013,Honda,Brio,"42,545",Petrol,Manual,1st Owner,"₹3,36,000"
2014,Honda,Amaze,"63,962",Petrol,Manual,1st Owner,"₹3,54,000"
2018,Mahindra,XUV500,"55,343",Diesel,Automatic,2nd Owner,
2020,Maruti,New,"17,621",Petrol + CNG,Manual,1st Owner,"₹5,69,000"
2016,Hyundai,Elite,"37,337",Petrol,Manual,1st Owner,"₹5,99,000"
2019,Tata,NEXON,"26,903",Petrol,Automatic,1st Owner,
2019,Mahindra,XUV500,"22,879",Diesel,Manual,1st Owner,
2021,Maruti,Alto,"1,791",Petrol,Manual,1st Owner,"₹4,04,000"
2020,Maruti,New,"46,192",Petrol + CNG,Manual,1st Owner,"₹5,91,000"
2018,Maruti,Baleno,"24,270",Petrol,,1st Owner,"₹5,78,000"
2016,Honda,Amaze,"26,440",Petrol,Manual,1st Owner,"₹5,53,000"
2017,Honda,City,"59,333",Petrol,Manual,1st Owner,"₹6,95,000"
2018,Honda,City,"75,891",Petrol,Automatic,1st Owner,
2019,Maruti,New,"22,748",Petrol,Manual,1st Owner,"₹5,17,000"
2019,Maruti,New,"52,754",Petrol + CNG,Manual,1st Owner,"₹5,56,000"
2017,Toyota,Corolla,"75,766",Petrol,Automatic,1st Owner,
2020,Maruti,New,"37,467",Petrol + CNG,Manual,1st Owner,"₹5,80,000"
2013,Maruti,Swift,"47,590",Petrol,Manual,2nd Owner,"₹3,47,000"
2016,Hyundai,Verna,"93,558",Petrol,Automatic,1st Owner,"₹7,05,000"
2020,Hyundai,Creta,"11,479",Petrol,Manual,1st Owner,
2020,Hyundai,VENUE,"25,071",Petrol,Manual,2nd Owner,
2021,Renault,Kwid,"7,325",Petrol,Manual,2nd Owner,"₹4,46,000"
2017,Maruti,Dzire,"21,698",Petrol,Manual,1st Owner,"₹6,00,000"
2019,Hyundai,NEW,"18,793",Petrol,Automatic,2nd Owner,"₹4,97,000"
2017,Honda,City,"33,116",Petrol,Automatic,2nd Owner,
2018,Honda,Amaze,"11,951",Petrol,Automatic,1st Owner,"₹7,40,600"
2018,Hyundai,Verna,"25,921",Petrol,Manual,2nd Owner,
2021,Maruti,Alto,"4,948",Petrol,Manual,1st Owner,"₹4,07,000"
2015,Hyundai,Verna,"37,813",Petrol,Manual,1st Owner,"₹6,94,000"
2018,Hyundai,Grand,"15,419",Petrol,Manual,1st Owner,"₹4,78,000"
2015,Maruti,Celerio,"72,977",Petrol,Manual,1st Owner,"₹3,76,000"
2019,Renault,Kwid,"31,629",Petrol,Manual,1st Owner,"₹3,92,000"
2021,Maruti,New,"14,256",Petrol + CNG,Manual,1st Owner,"₹6,41,000"
2021,Tata,ALTROZ,"16,699",Diesel,,1st Owner,
2020,Maruti,Baleno,"12,189",Petrol,Manual,1st Owner,"₹6,35,000"
2014,Maruti,Swift,"58,920",Petrol,Manual,1st Owner,"₹3,81,000"
2018,Hyundai,Tucson,"86,670",Petrol,Manual,2nd Owner,
2013,Hyundai,Eon,"31,760",Petrol,Manual,1st Owner,"₹2,30,000"
2014,Hyundai,Xcent,"73,302",Petrol,Manual,2nd Owner,"₹3,96,000"
2018,Hyundai,Creta,"64,849",Petrol,Manual,1st Owner,
2014,Hyundai,Grand,"63,096",Petrol,Manual,1st Owner,"₹4,23,000"
2019,Maruti,New,"20,500",Petrol,Manual,1st Owner,"₹5,32,000"
2016,Maruti,Alto,"42,586",Petrol,Manual,1st Owner,"₹2,98,000"
2018,Hyundai,Creta,"51,678",Petrol,Manual,1st Owner,
2014,Hyundai,i20,"50,802",Petrol,Manual,1st Owner,"₹4,30,000"
2021,Maruti,New,"31,313",Petrol + CNG,Manual,1st Owner,"₹6,71,000"
2021,Tata,Harrier,"5,330",Diesel,,1st Owner,
2016,Maruti,Alto,"61,377",Petrol,Manual,1st Owner,"₹2,88,000"
2021,Maruti,New,"17,130",Petrol + CNG,Manual,1st Owner,"₹6,18,000"
2019,Maruti,New,"25,923",Petrol,Manual,1st Owner,"₹5,17,000"
2015,Honda,City,"62,911",Petrol,Manual,2nd Owner,"₹6,23,000"
2019,Tata,NEXON,"37,012",Petrol,Automatic,1st Owner,
2013,Maruti,Swift,"71,384",Petrol,Manual,1st Owner,"₹3,41,000"
2016,Maruti,Alto,"32,272",Petrol + CNG,Manual,1st Owner,"₹3,26,000"
2014,Honda,City,"20,923",Petrol,Manual,2nd Owner,"₹5,68,000"
2020,Renault,Kwid,"16,118",Petrol,Manual,2nd Owner,"₹3,63,000"
2021,Maruti,New,"25,031",Petrol,Manual,1st Owner,"₹5,43,000"
2015,Honda,City,"33,982",Petrol,Manual,1st Owner,"₹7,24,000"
2021,Hyundai,NEW,"11,404",Petrol,Manual,1st Owner,
2016,Hyundai,Creta,"76,938",Petrol,Manual,3rd Owner,"₹7,58,000"
2016,Maruti,Celerio,"28,598",Petrol,Automatic,2nd Owner,"₹4,54,000"
2016,Maruti,Celerio,"29,745",Petrol,Automatic,1st Owner,"₹4,91,000"
2019,Hyundai,Creta,"26,297",Petrol,Automatic,2nd Owner,
2019,Maruti,Ciaz,"34,053",Petrol,Manual,1st Owner,
2017,Hyundai,Grand,"49,468",Petrol,Manual,3rd Owner,"₹4,17,000"
2020,Renault,Kwid,"24,169",Petrol,Manual,1st Owner,"₹4,39,000"
2015,Maruti,Wagon,"32,679",Petrol,Manual,1st Owner,"₹3,55,000"
2019,MG,HECTOR,"12,635",Petrol,Automatic,1st Owner,
2020,Honda,City,"7,676",Petrol,Manual,1st Owner,
2021,Maruti,Alto,"1,945",Petrol,Manual,1st Owner,"₹4,15,000"
2020,Honda,City,"16,253",Petrol,Manual,1st Owner,
2018,Renault,Kwid,"17,426",Petrol,Manual,1st Owner,"₹3,57,000"
2020,Mahindra,XUV,"30,557",Petrol,,1st Owner,
2017,Hyundai,Grand,"32,318",Petrol,Manual,1st Owner,"₹4,67,000"
2016,Maruti,Alto,"31,186",Petrol,Automatic,1st Owner,"₹3,42,000"
2019,Tata,NEXON,"40,755",Petrol,Automatic,1st Owner,
2019,Honda,Jazz,"56,504",Petrol,Manual,1st Owner,"₹6,12,000"
2018,Toyota,Corolla,"65,783",Petrol,Automatic,1st Owner,
2014,Honda,Amaze,"49,946",Petrol,Manual,1st Owner,"₹3,91,000"
2014,Maruti,Alto,"35,518",Petrol,Manual,1st Owner,"₹3,12,000"
2016,Hyundai,Grand,"40,815",Petrol,Manual,1st Owner,"₹4,65,000"
2018,Tata,NEXON,"22,725",Petrol,Manual,1st Owner,"₹7,35,000"
2020,Skoda,Rapid,"54,698",Petrol,Automatic,1st Owner,
2021,Maruti,New,"17,633",Petrol + CNG,Manual,1st Owner,"₹6,39,000"
2021,Maruti,Alto,"20,651",Petrol,Manual,1st Owner,"₹3,59,000"
2015,Hyundai,Elite,"66,984",Petrol,Manual,1st Owner,"₹4,95,000"
2020,Hyundai,Verna,"12,290",Petrol,Manual,1st Owner,
2019,Toyota,Innova,"49,487",Diesel,Automatic,1st Owner,
2019,Hyundai,Grand,"39,746",Petrol,Manual,1st Owner,"₹4,88,000"
2016,Maruti,Baleno,"40,738",Petrol,Manual,1st Owner,"₹5,07,000"
2019,Maruti,New,"30,806",Petrol + CNG,Manual,1st Owner,"₹5,56,000"
2021,Mahindra,Thar,"4,608",Petrol,Automatic,1st Owner,
2019,Maruti,New,"29,911",Petrol + CNG,Manual,1st Owner,"₹5,41,000"
2021,Hyundai,VENUE,"12,681",Petrol,Manual,1st Owner,
2018,Maruti,Dzire,"41,104",Petrol,Manual,1st Owner,"₹6,10,000"
2021,Maruti,Alto,"20,203",Petrol,Manual,1st Owner,"₹3,82,000"
2021,Hyundai,NEW,"32,036",Petrol + CNG,Manual,1st Owner,"₹6,27,000"
2022,Hyundai,VENUE,"7,532",Petrol,Manual,1st Owner,
2012,Maruti,Alto,"67,374",Petrol,Manual,1st Owner,"₹2,08,000"
2022,Maruti,Celerio,"11,117",Petrol + CNG,Manual,1st Owner,"₹6,77,000"
2018,Honda,Jazz,"40,615",Petrol,Automatic,1st Owner,"₹6,48,000"
2018,Hyundai,Eon,"33,174",Petrol,Manual,1st Owner,"₹4,11,000"
2017,Maruti,Dzire,"31,900",Petrol,Manual,1st Owner,"₹6,37,000"
2021,Maruti,Swift,"6,864",Petrol,Manual,1st Owner,
2019,Maruti,Baleno,"11,347",Petrol,Manual,2nd Owner,"₹6,25,000"
2018,Maruti,Alto,"87,979",Petrol + CNG,Manual,1st Owner,"₹3,37,000"
2018,Maruti,Wagon,"24,061",Petrol,Automatic,2nd Owner,"₹4,79,000"
2013,Honda,Brio,"55,122",Petrol,Manual,2nd Owner,"₹3,24,000"
2019,MG,HECTOR,"92,296",Petrol,Automatic,2nd Owner,
2020,Tata,ALTROZ,"23,603",Petrol,Manual,1st Owner,"₹7,96,000"
2017,Hyundai,Grand,"93,491",Petrol,Manual,2nd Owner,"₹4,10,000"
2016,Hyundai,Grand,"25,931",Petrol,Manual,1st Owner,"₹4,70,000"
2018,Maruti,Baleno,"23,667",Petrol,Manual,1st Owner,"₹5,94,000"
2019,Hyundai,NEW,"10,558",Petrol,Manual,1st Owner,"₹5,29,000"
2020,Maruti,New,"50,915",Petrol + CNG,Manual,1st Owner,"₹5,69,000"
2019,Maruti,Alto,"8,469",Petrol,Manual,1st Owner,"₹3,43,000"
2020,Renault,Kwid,"25,976",Petrol,Manual,1st Owner,"₹4,54,000"
2018,Honda,Amaze,"24,330",Petrol,Manual,2nd Owner,"₹6,92,000"
2021,Skoda,Rapid,"35,096",Petrol,Manual,1st Owner,
2018,Maruti,Celerio,"37,970",Petrol + CNG,Manual,1st Owner,"₹5,00,000"
2020,Maruti,Ciaz,"18,634",Petrol,Manual,1st Owner,
2015,Honda,City,"59,054",Petrol,Manual,2nd Owner,"₹5,56,000"
2020,Hyundai,VENUE,"30,227",Petrol,Manual,2nd Owner,
2016,Hyundai,Elite,"52,830",Petrol,Manual,1st Owner,"₹4,98,700"
2021,Maruti,IGNIS,"12,818",Petrol,Manual,1st Owner,"₹6,16,000"
2019,Maruti,Dzire,"18,645",Petrol,Manual,1st Owner,"₹7,05,000"
2015,Maruti,Wagon,"94,637",Petrol + CNG,Manual,1st Owner,"₹3,45,000"
2016,Maruti,Baleno,"97,010",Petrol,,2nd Owner,"₹4,61,000"
2017,Maruti,Alto,"41,368",Petrol,Manual,2nd Owner,"₹3,03,000"
2019,Maruti,Ciaz,"39,599",Petrol,Manual,1st Owner,
2015,Hyundai,Elite,"23,415",Petrol,Manual,1st Owner,"₹5,86,000"
2019,Honda,Amaze,"30,185",Petrol,Automatic,1st Owner,"₹7,62,000"
2019,Hyundai,Creta,"50,678",Petrol,Automatic,1st Owner,
2015,Volkswagen,Polo,"34,366",Petrol,Manual,1st Owner,"₹5,25,000"
2017,Hyundai,Elite,"19,682",Petrol,Manual,1st Owner,"₹6,28,000"
2016,Hyundai,Creta,"45,560",Petrol,Manual,1st Owner,
2019,Hyundai,GRAND,"14,592",Petrol,Manual,1st Owner,"₹6,38,000"
2019,Mahindra,XUV500,"91,773",Diesel,Manual,1st Owner,
2015,Hyundai,Grand,"23,923",Petrol,Manual,1st Owner,"₹4,50,000"
2019,Tata,NEXON,"19,618",Petrol,Manual,1st Owner,
2021,Honda,Amaze,"21,765",Petrol,Automatic,1st Owner,
2019,Tata,NEXON,"22,996",Petrol,Automatic,1st Owner,
2014,Hyundai,Xcent,"90,060",Petrol,Manual,1st Owner,"₹3,94,000"
2020,Tata,ALTROZ,"26,416",Petrol,Manual,1st Owner,"₹7,37,000"
2014,Maruti,Swift,"31,511",Petrol,Manual,1st Owner,"₹4,21,000"
2017,Maruti,Ciaz,"33,721",Petrol,Manual,1st Owner,"₹7,05,000"
2018,Maruti,Baleno,"20,177",Petrol,Manual,1st Owner,"₹5,89,000"
2018,Hyundai,Elite,"35,055",Petrol,Manual,2nd Owner,"₹5,74,000"
2019,Mahindra,TUV300,"21,665",Diesel,Manual,1st Owner,
2018,Maruti,Baleno,"20,727",Petrol,Manual,1st Owner,"₹6,47,000"
2020,Maruti,Baleno,"22,280",Petrol,Manual,1st Owner,"₹6,45,000"
2021,Maruti,Ciaz,"21,832",Petrol,Manual,1st Owner,
2018,Renault,Kwid,"26,057",Petrol,Automatic,1st Owner,"₹3,98,000"
2019,Hyundai,Creta,"3,058",Petrol,Manual,1st Owner,
2016,Hyundai,Grand,"28,270",Petrol,Manual,1st Owner,"₹4,68,000"
2019,Hyundai,VENUE,"57,770",Petrol,Automatic,1st Owner,
2018,Renault,Kwid,"32,026",Petrol,Automatic,1st Owner,"₹3,49,000"
2019,Hyundai,VENUE,"24,576",Petrol,Automatic,1st Owner,
2017,Hyundai,Creta,"51,925",Petrol,Automatic,1st Owner,
2013,Hyundai,Verna,"49,389",Petrol,Manual,1st Owner,"₹5,15,000"
2019,Maruti,Ciaz,"81,454",Petrol,Automatic,1st Owner,"₹7,97,000"
2021,Mahindra,Thar,"6,962",Diesel,Manual,1st Owner,
2019,MG,HECTOR,"53,019",Diesel,Manual,2nd Owner,
2019,Maruti,Celerio,"34,090",Petrol,Manual,2nd Owner,"₹4,32,000"
2016,Maruti,Baleno,"49,621",Petrol,Manual,1st Owner,"₹4,88,000"
2019,Maruti,Dzire,"31,076",Petrol,Automatic,1st Owner,"₹7,19,000"
2021,Ford,Ecosport,"19,087",Diesel,Manual,1st Owner,
2019,Maruti,Ciaz,"20,539",Petrol,Manual,1st Owner,
2020,Maruti,New,"29,397",Petrol,Manual,1st Owner,"₹5,32,000"
2019,Hyundai,VENUE,"16,373",Petrol,Automatic,1st Owner,
2019,Hyundai,Creta,"21,111",Petrol,Manual,1st Owner,
2018,Maruti,Celerio,"61,532",Petrol + CNG,Manual,1st Owner,"₹5,08,000"
2015,Hyundai,Elite,"66,853",Petrol,Manual,1st Owner,"₹4,82,000"
2021,Maruti,Dzire,"11,418",Petrol,Manual,1st Owner,"₹7,66,000"
2021,Maruti,Alto,"18,354",Petrol + CNG,Manual,1st Owner,"₹4,61,000"
2018,Maruti,Baleno,"10,186",Petrol,Manual,1st Owner,"₹6,83,000"
2015,Hyundai,Elite,"56,564",Petrol,Manual,2nd Owner,"₹5,36,000"
2016,Hyundai,Grand,"68,436",Petrol,Manual,1st Owner,"₹4,14,000"
2017,Maruti,Baleno,"9,299",Petrol,,1st Owner,"₹5,98,000"
2018,Maruti,Baleno,"32,235",Petrol,,1st Owner,"₹6,40,000"
2019,Maruti,New,"81,475",Petrol + CNG,Manual,1st Owner,"₹5,45,000"
2020,Toyota,YARIS,"72,495",Petrol,Manual,1st Owner,
2020,Maruti,IGNIS,"10,479",Petrol,Automatic,1st Owner,"₹6,65,000"
2016,Maruti,Baleno,"52,725",Petrol,Manual,1st Owner,"₹5,14,000"
2021,Tata,Tiago,"27,601",Petrol,Manual,1st Owner,"₹5,95,000"
2019,Maruti,Celerio,"25,924",Petrol,Manual,1st Owner,"₹4,86,000"
2013,Maruti,Swift,"56,871",Petrol,Manual,2nd Owner,"₹3,82,000"
2021,Maruti,New,"49,222",Petrol + CNG,Manual,1st Owner,"₹6,20,000"
2017,Maruti,Ciaz,"56,606",Petrol,Automatic,1st Owner,"₹7,06,000"
2019,MG,HECTOR,"34,036",Petrol,Automatic,1st Owner,
2015,Maruti,Swift,"39,646",Petrol,Manual,1st Owner,"₹4,16,000"
2021,Maruti,New,"34,936",Petrol + CNG,Manual,1st Owner,"₹6,47,000"
2015,Maruti,Swift,"33,842",Petrol,Manual,2nd Owner,"₹3,97,000"
2018,Maruti,IGNIS,"16,319",Petrol,Automatic,1st Owner,"₹5,84,000"
2016,Hyundai,Grand,"19,819",Petrol,Manual,1st Owner,"₹4,67,000"
2021,Hyundai,GRAND,"4,395",Petrol,Manual,1st Owner,"₹6,50,000"
2015,Hyundai,Elite,"52,391",Petrol,Manual,1st Owner,"₹5,57,000"
2017,Maruti,Wagon,"16,858",Petrol,Manual,1st Owner,"₹4,33,000"
2019,Maruti,New,"44,964",Petrol + CNG,Manual,1st Owner,"₹5,56,000"
2016,Hyundai,Creta,"41,910",Petrol,Manual,1st Owner,
2015,Hyundai,Creta,"27,923",Petrol,Manual,1st Owner,
2020,Maruti,New,"56,131",Petrol + CNG,Manual,1st Owner,"₹5,52,000"
2015,Maruti,Swift,"34,510",Petrol,Manual,1st Owner,"₹4,36,000"
2021,Maruti,Alto,"30,144",Petrol + CNG,Manual,1st Owner,"₹4,70,000"
2019,Hyundai,Creta,"28,586",Petrol,Manual,1st Owner,
2017,Hyundai,Grand,"28,769",Petrol,Manual,1st Owner,"₹5,17,000"
2020,Maruti,New,"26,118",Petrol,Manual,2nd Owner,"₹4,45,000"
2017,Honda,WR-V,"26,959",Petrol,Manual,2nd Owner,"₹7,31,000"
2020,Maruti,Baleno,"21,463",Petrol,Manual,1st Owner,"₹6,55,000"
2019,Maruti,Baleno,"31,936",Petrol,Manual,2nd Owner,"₹5,63,000"
2021,Maruti,New,"25,187",Petrol + CNG,Manual,1st Owner,"₹6,54,000"
2017,Maruti,Wagon,"65,752",Petrol + CNG,Manual,1st Owner,"₹3,97,000"
2020,Maruti,Baleno,"24,908",Petrol,,2nd Owner,"₹6,27,000"
2020,Honda,City,"25,106",Petrol,Manual,1st Owner,
2020,Maruti,Baleno,"19,380",Petrol,Manual,1st Owner,"₹7,14,000"
2016,Hyundai,Grand,"59,461",Petrol,Manual,1st Owner,"₹4,29,000"
2014,Maruti,Swift,"35,128",Petrol,Manual,1st Owner,"₹4,41,000"
2019,Hyundai,Creta,"81,765",Petrol,Automatic,1st Owner,
2015,Maruti,Swift,"46,000",Petrol,Manual,1st Owner,"₹4,24,000"
2021,Maruti,Alto,"23,894",Petrol + CNG,Manual,1st Owner,"₹4,67,000"
2017,Hyundai,Creta,"49,469",Petrol,Automatic,2nd Owner,
2022,Maruti,S,"1,650",Petrol,Manual,1st Owner,
2020,Maruti,New,"33,988",Petrol + CNG,Manual,1st Owner,"₹6,05,000"
2018,Hyundai,Creta,"35,946",Petrol,Manual,1st Owner,
2017,Maruti,Celerio,"29,507",Petrol,Automatic,2nd Owner,"₹4,26,000"
2019,MG,HECTOR,"39,456",Petrol,Automatic,1st Owner,
2018,Maruti,Alto,"29,741",Petrol,Manual,1st Owner,"₹3,11,000"
2017,Honda,City,"27,838",Petrol,Automatic,1st Owner,
2021,Tata,Harrier,"17,524",Diesel,Automatic,1st Owner,
2018,Hyundai,Elite,"26,844",Diesel,Manual,1st Owner,"₹7,54,000"
2015,Honda,Jazz,"66,871",Petrol,Manual,2nd Owner,"₹4,46,000"
2020,Maruti,New,"30,057",Petrol + CNG,Manual,1st Owner,"₹5,69,000"
2021,Mahindra,Scorpio,"14,841",Diesel,Manual,2nd Owner,
2021,Tata,NEXON,"11,987",Petrol,Automatic,1st Owner,
2016,Maruti,Baleno,"14,808",Petrol,Manual,2nd Owner,"₹5,37,000"
2017,Hyundai,Grand,"30,121",Petrol,Manual,1st Owner,"₹5,34,000"
2017,Maruti,Baleno,"26,920",Petrol,Manual,1st Owner,"₹5,71,000"
2018,Maruti,Alto,"23,827",Petrol,Manual,1st Owner,"₹3,40,000"
2022,Tata,Tiago,"5,752",Petrol + CNG,,1st Owner,"₹7,41,000"
2015,Hyundai,Elite,"42,975",Petrol,Manual,1st Owner,"₹5,32,000"
2021,Hyundai,NEW,"53,030",Petrol + CNG,Manual,1st Owner,"₹6,27,000"
2019,Maruti,Baleno,"30,677",Petrol,Manual,1st Owner,"₹6,57,000"
2016,Hyundai,Creta,"68,708",Petrol,Manual,2nd Owner,
2020,Tata,Harrier,"52,368",Diesel,Manual,1st Owner,
2015,Hyundai,Elite,"18,892",Petrol,Manual,1st Owner,"₹5,85,000"
2016,Ford,Ecosport,"58,070",Petrol,Manual,2nd Owner,"₹5,99,000"
2019,Maruti,Alto,"23,009",Petrol,Manual,1st Owner,"₹3,92,000"
2017,Hyundai,Elite,"35,542",Petrol,Manual,1st Owner,"₹6,63,000"
2017,Maruti,Alto,"45,286",Petrol,Manual,1st Owner,"₹3,10,000"
2017,Maruti,Alto,"45,286",Petrol,Manual,1st Owner,"₹3,10,000"
2020,Maruti,Baleno,"23,381",Petrol,,1st Owner,"₹6,38,000"
2020,Maruti,New,"28,094",Petrol + CNG,Manual,1st Owner,"₹5,93,000"
2017,Toyota,Corolla,"45,060",Petrol,Manual,2nd Owner,
2021,Maruti,Ciaz,"10,032",Petrol,Manual,1st Owner,
2018,Honda,WR-V,"64,774",Diesel,Manual,1st Owner,"₹7,01,000"
2017,Maruti,Ciaz,"59,898",Diesel,Manual,2nd Owner,"₹6,61,000"
2021,Datsun,Redi,"13,153",Petrol,Manual,1st Owner,"₹4,21,000"
2019,Maruti,Baleno,"56,594",Petrol,,1st Owner,"₹5,33,000"
2020,Maruti,Baleno,"20,059",Petrol,Manual,1st Owner,"₹7,15,000"
2017,Hyundai,Elite,"85,348",Petrol,Manual,2nd Owner,"₹5,39,000"
2012,Maruti,Swift,"91,042",Petrol,Manual,1st Owner,"₹3,33,000"
2020,Maruti,New,"29,022",Petrol + CNG,Manual,1st Owner,"₹5,69,000"
2020,Mahindra,Scorpio,"56,696",Diesel,Manual,1st Owner,
2020,Renault,Kwid,"35,513",Petrol,Manual,1st Owner,"₹4,36,000"
2014,Hyundai,Verna,"70,528",Petrol,Manual,2nd Owner,"₹4,51,000"
2022,Tata,Tiago,"12,669",Petrol + CNG,,1st Owner,
2014,Honda,Amaze,"85,464",Petrol,Manual,1st Owner,"₹3,74,500"
2019,Maruti,Baleno,"29,224",Petrol,Manual,1st Owner,"₹6,18,000"
2021,MG,HECTOR,"21,972",Petrol,Automatic,1st Owner,
2014,Maruti,Swift,"54,460",Petrol,Manual,3rd Owner,"₹3,33,000"
2017,Maruti,Swift,"15,087",Petrol,Manual,2nd Owner,"₹4,74,000"
2016,Hyundai,Creta,"75,101",Petrol,Manual,1st Owner,
2013,Hyundai,Verna,"84,136",Petrol,Manual,2nd Owner,"₹4,07,000"
2020,Maruti,Baleno,"12,661",Petrol,Manual,1st Owner,"₹7,02,000"
2017,Honda,Amaze,"64,607",Petrol,Manual,2nd Owner,"₹5,06,000"
2020,Skoda,Rapid,"16,292",Petrol,Automatic,2nd Owner,
2019,Mahindra,TUV300,"57,567",Diesel,Manual,1st Owner,
2014,Toyota,Corolla,"89,621",Petrol,Automatic,1st Owner,
2017,Hyundai,Grand,"43,049",Petrol,Manual,2nd Owner,"₹4,40,000"
2019,Maruti,Ciaz,"28,892",Petrol,Manual,1st Owner,
2018,Maruti,Swift,"32,530",Petrol,Manual,1st Owner,"₹5,49,000"
2013,Hyundai,i20,"69,243",Petrol,Manual,1st Owner,"₹3,63,000"
2021,Hyundai,VENUE,"36,366",Diesel,,1st Owner,
2020,Hyundai,NEW,"40,059",Petrol + CNG,,1st Owner,"₹5,90,000"
2014,Hyundai,Xcent,"49,326",Petrol,Manual,1st Owner,"₹4,41,000"
2018,Hyundai,Elite,"44,879",Petrol,Manual,2nd Owner,"₹5,74,000"
2022,Renault,Duster,"7,069",Petrol,Manual,1st Owner,
2021,Tata,ALTROZ,"33,322",Diesel,,1st Owner,
2021,Maruti,New,"26,861",Petrol + CNG,Manual,1st Owner,"₹6,21,000"
2019,Maruti,Baleno,"28,670",Petrol,Manual,1st Owner,"₹6,22,000"
2013,Maruti,Swift,"53,701",Petrol,Manual,1st Owner,"₹3,67,000"
2014,Maruti,Swift,"69,463",Petrol,Manual,1st Owner,"₹4,66,000"
2021,Maruti,New,"26,903",Petrol + CNG,Manual,1st Owner,"₹6,41,000"
2020,Maruti,S,"22,816",Petrol,Automatic,1st Owner,
2021,Tata,TIGOR,"9,553",Petrol,Manual,1st Owner,"₹7,75,000"
2021,Tata,NEXON,"7,461",Diesel,Manual,1st Owner,
2018,Maruti,Swift,"21,852",Petrol,Manual,1st Owner,"₹6,79,000"
2017,Maruti,Celerio,"48,237",Petrol + CNG,Manual,2nd Owner,"₹4,46,000"
2018,Maruti,Swift,"31,680",Petrol,Manual,2nd Owner,"₹5,12,000"
2018,Hyundai,Creta,"33,199",Petrol,Automatic,1st Owner,
2016,Hyundai,Grand,"74,938",Petrol,Manual,1st Owner,"₹4,41,000"
2020,Maruti,Baleno,"33,584",Petrol,,1st Owner,"₹6,40,000"
2020,Tata,NEXON,"29,063",Petrol,Manual,1st Owner,
2019,Tata,Harrier,"49,197",Diesel,Manual,1st Owner,
2019,Hyundai,Creta,"12,793",Petrol,Manual,1st Owner,
2019,Maruti,Alto,"13,953",Petrol,Manual,1st Owner,"₹3,59,000"
2014,Maruti,Ritz,"65,247",Petrol,Manual,2nd Owner,"₹3,42,000"
2020,Renault,TRIBER,"13,887",Petrol,Automatic,1st Owner,"₹7,46,200"
2018,Hyundai,Creta,"23,665",Petrol,Manual,1st Owner,
2022,Tata,Tiago,"7,537",Petrol + CNG,,1st Owner,"₹7,18,000"
2014,Maruti,Wagon,"66,606",Petrol,Manual,2nd Owner,"₹3,12,000"
2020,Maruti,New,"51,822",Petrol + CNG,Manual,1st Owner,"₹5,50,000"
2019,Hyundai,GRAND,"20,939",Petrol,Automatic,1st Owner,"₹7,10,000"
2016,Maruti,Baleno,"23,094",Petrol,Manual,1st Owner,"₹5,22,000"
2018,Maruti,Alto,"11,496",Petrol,Manual,1st Owner,"₹3,34,000"
2015,Hyundai,Grand,"35,455",Petrol,Manual,1st Owner,"₹4,24,000"
2018,Hyundai,Creta,"19,029",Petrol,Manual,1st Owner,
2019,Hyundai,VENUE,"29,776",Diesel,Manual,1st Owner,
2018,Maruti,Alto,"38,983",Petrol,Manual,1st Owner,"₹3,54,000"
2015,Hyundai,Creta,"31,824",Petrol,Manual,1st Owner,
2020,Maruti,IGNIS,"9,692",Petrol,Manual,1st Owner,"₹6,29,000"
2019,Maruti,Celerio,"78,922",Petrol,Manual,1st Owner,"₹4,38,000"
2016,Hyundai,Grand,"47,947",Petrol,Manual,1st Owner,"₹4,21,000"
2018,Maruti,Swift,"74,888",Petrol + CNG,Manual,1st Owner,"₹4,85,000"
2019,Renault,Kwid,"7,124",Petrol,Manual,1st Owner,"₹3,80,000"
2019,Maruti,Baleno,"29,310",Petrol,Manual,2nd Owner,"₹6,41,000"
2019,Hyundai,Creta,"12,336",Petrol,Manual,1st Owner,
2019,Maruti,New,"63,064",Petrol + CNG,Manual,1st Owner,"₹5,56,000"
2018,Hyundai,NEW,"19,521",Petrol,Manual,1st Owner,"₹5,05,000"
2020,Maruti,New,"23,797",Petrol,Manual,1st Owner,"₹5,73,000"
2017,Honda,City,"27,740",Petrol,Automatic,2nd Owner,
2019,Maruti,New,"48,056",Petrol + CNG,Manual,1st Owner,"₹5,56,000"
2017,Hyundai,Creta,"26,792",Petrol,Manual,1st Owner,
2019,Hyundai,Elite,"33,320",Petrol,Manual,1st Owner,"₹6,40,000"
2021,Maruti,Celerio,"42,440",Petrol + CNG,Manual,1st Owner,"₹5,79,000"
2021,Maruti,IGNIS,"5,542",Petrol,Manual,1st Owner,"₹6,33,000"
2018,Maruti,Baleno,"24,864",Petrol,,1st Owner,"₹6,24,000"
